customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
CUST04153,Male,0,Yes,No,7,Yes,DSL,One year,Electronic check,68.59,480.13,No,No internet service,No,No,No internet service,No,Yes,No,No
CUST04154,Female,0,No,Yes,12,Yes,No internet service,Month-to-month,Electronic check,93.59,1123.08,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes
CUST04155,Female,0,Yes,Yes,69,Yes,DSL,Month-to-month,Bank transfer (automatic),73.15,5047.35,Yes,Yes,Yes,No internet service,No internet service,No,No internet service,No,No
CUST04156,Female,0,No,Yes,49,Yes,Fiber optic,Month-to-month,Mailed check,31.37,1537.13,Yes,No internet service,No,No internet service,No,Yes,Yes,No internet service,Yes
CUST04157,Female,0,Yes,No,7,No,No internet service,Month-to-month,Electronic check,39.83,278.81,No,No internet service,Yes,No,No,Yes,No,No,No
CUST04158,Female,0,No,No,29,Yes,DSL,Two year,Electronic check,18.25,529.25,No,No,No internet service,No,No,No,No,No,Yes
CUST04159,Male,0,No,No,39,Yes,Fiber optic,Two year,Electronic check,65.98,2573.22,No,No internet service,No internet service,Yes,No internet service,No internet service,No,No internet service,No
CUST04160,Male,0,Yes,No,32,No,Fiber optic,One year,Bank transfer (automatic),80.57,2578.24,No,No,No,No internet service,Yes,Yes,Yes,No,Yes
CUST04161,Male,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Electronic check,58.38,4203.36,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
CUST04162,Male,1,No,No,51,Yes,No internet service,Month-to-month,Mailed check,29.33,1495.83,No,No,No internet service,Yes,No,No,No internet service,No,Yes
CUST04163,Male,0,Yes,Yes,32,No,No internet service,Month-to-month,Electronic check,49.15,1572.8,No,Yes,No,Yes,No internet service,No,No,No,No
CUST04164,Female,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Electronic check,52.94,3811.68,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes
CUST04165,Male,0,No,No,36,Yes,DSL,One year,Electronic check,90.02,3240.72,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
CUST04166,Male,0,No,No,69,Yes,DSL,Month-to-month,Electronic check,106.95,7379.55,No,No internet service,No internet service,Yes,No internet service,No,Yes,Yes,No
CUST04167,Male,0,No,No,68,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),18.25,1241.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes
CUST04168,Female,0,Yes,No,3,Yes,DSL,Month-to-month,Mailed check,61.64,184.92,Yes,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No
CUST04169,Female,0,Yes,No,59,Yes,Fiber optic,Month-to-month,Credit card (automatic),45.88,2706.92,Yes,No,No,No,No,Yes,No,No internet service,Yes
CUST04170,Male,0,No,Yes,30,Yes,Fiber optic,Month-to-month,Electronic check,56.18,1685.4,Yes,Yes,No,Yes,No,No,No internet service,No,Yes
CUST04171,Female,0,Yes,No,13,Yes,DSL,Month-to-month,Electronic check,89.26,1160.38,Yes,Yes,No internet service,No,No,No internet service,No,No,No
CUST04172,Female,0,Yes,Yes,59,No,No internet service,Two year,Electronic check,49.01,2891.59,No,Yes,Yes,Yes,No,Yes,No internet service,Yes,No
CUST04173,Male,0,Yes,No,67,No,DSL,Month-to-month,Bank transfer (automatic),84.53,5663.51,No,No,Yes,No,Yes,No internet service,Yes,Yes,No
CUST04174,Female,0,No,No,25,Yes,Fiber optic,Month-to-month,Electronic check,118.75,2968.75,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,Yes
CUST04175,Female,0,Yes,No,23,Yes,Fiber optic,Two year,Mailed check,50.49,1161.27,No,Yes,Yes,Yes,No internet service,Yes,No,No,No
CUST04176,Female,0,Yes,No,55,No,Fiber optic,Two year,Electronic check,57.49,3161.95,No,No,Yes,No internet service,Yes,No internet service,Yes,No,No
CUST04177,Male,1,No,Yes,8,Yes,Fiber optic,One year,Electronic check,56.82,454.56,No,No,Yes,No internet service,Yes,No,No,Yes,Yes
CUST04178,Male,1,Yes,No,34,Yes,DSL,Two year,Credit card (automatic),118.75,4037.5,No,Yes,No,Yes,No internet service,No,Yes,Yes,Yes
CUST04179,Male,0,No,No,23,Yes,Fiber optic,Month-to-month,Mailed check,49.0,1127.0,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Yes
CUST04180,Female,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),108.1,3243.0,Yes,No internet service,No internet service,Yes,No internet service,No internet service,No,No internet service,Yes
CUST04181,Male,0,Yes,No,65,Yes,No internet service,Month-to-month,Bank transfer (automatic),62.92,4089.8,No,Yes,No internet service,Yes,Yes,No,Yes,No internet service,No
CUST04182,Female,0,No,No,65,Yes,Fiber optic,One year,Mailed check,69.11,4492.15,Yes,No,No internet service,No,Yes,No,No,No internet service,Yes
CUST04183,Female,0,No,Yes,40,Yes,Fiber optic,One year,Electronic check,88.85,3554.0,No,No internet service,No,Yes,No internet service,No,Yes,No,Yes
CUST04184,Male,0,No,No,35,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),52.82,1848.7,No,Yes,No internet service,No,No,No internet service,No,No internet service,No
CUST04185,Male,0,Yes,Yes,33,Yes,No internet service,Month-to-month,Electronic check,93.48,3084.84,No,No internet service,No,Yes,Yes,No,No internet service,No internet service,No
CUST04186,Female,0,Yes,No,38,Yes,DSL,One year,Mailed check,55.7,2116.6,No,No,Yes,No internet service,No,No,No,No internet service,Yes
CUST04187,Female,1,No,No,22,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),31.94,702.68,Yes,No internet service,Yes,No,No,Yes,No,No internet service,Yes
CUST04188,Male,0,No,Yes,43,Yes,No internet service,One year,Bank transfer (automatic),94.5,4063.5,No,No internet service,No,Yes,Yes,Yes,Yes,Yes,Yes
CUST04189,Male,1,Yes,Yes,69,Yes,Fiber optic,One year,Bank transfer (automatic),82.31,5679.39,No,Yes,No internet service,Yes,No,No internet service,No,Yes,Yes
CUST04190,Female,1,Yes,No,57,Yes,DSL,One year,Bank transfer (automatic),46.42,2645.94,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,No,Yes
CUST04191,Female,0,No,No,58,Yes,Fiber optic,One year,Electronic check,98.58,5717.64,No,No internet service,No internet service,Yes,No internet service,No,No,Yes,No
CUST04192,Male,0,Yes,No,25,Yes,DSL,Two year,Mailed check,34.47,861.75,No,No internet service,No internet service,No internet service,No,Yes,Yes,No,No
CUST04193,Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Electronic check,76.69,1610.49,Yes,No internet service,Yes,No,No internet service,Yes,No,No internet service,No
CUST04194,Female,0,Yes,No,39,Yes,Fiber optic,One year,Bank transfer (automatic),18.25,711.75,No,No,No,No internet service,Yes,No,No internet service,No internet service,No
CUST04195,Female,0,Yes,No,10,No,No internet service,One year,Credit card (automatic),52.32,523.2,No,No,No internet service,Yes,No,No,No,No internet service,Yes
CUST04196,Female,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Electronic check,38.73,309.84,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Yes
CUST04197,Male,1,Yes,No,11,Yes,DSL,Month-to-month,Electronic check,26.22,288.42,Yes,Yes,Yes,No internet service,Yes,No internet service,No,Yes,No
CUST04198,Male,1,Yes,No,25,Yes,DSL,Month-to-month,Mailed check,64.74,1618.5,Yes,Yes,No internet service,No internet service,No internet service,No,No internet service,Yes,Yes
CUST04199,Male,0,No,No,37,Yes,No internet service,Month-to-month,Credit card (automatic),73.96,2736.52,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
CUST04200,Female,0,No,No,2,Yes,DSL,One year,Mailed check,82.44,164.88,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,No,Yes
CUST04201,Female,0,No,No,14,Yes,Fiber optic,Two year,Electronic check,64.05,896.7,No,No internet service,No,No internet service,No internet service,Yes,No internet service,No,Yes
CUST04202,Male,0,No,No,46,Yes,DSL,Month-to-month,Credit card (automatic),76.93,3538.78,Yes,Yes,No,No,No,Yes,No,No,Yes
CUST04203,Female,0,No,Yes,4,Yes,Fiber optic,Month-to-month,Credit card (automatic),30.31,121.24,No,Yes,No internet service,Yes,Yes,No,No internet service,No,Yes
CUST04204,Female,0,No,No,53,Yes,Fiber optic,Two year,Electronic check,37.59,1992.27,No,No internet service,No internet service,No,No,No internet service,Yes,No internet service,No
CUST04205,Female,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Credit card (automatic),63.47,1459.81,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,No internet service,No
CUST04206,Male,0,No,No,10,Yes,Fiber optic,Month-to-month,Mailed check,37.72,377.2,Yes,No,Yes,No internet service,No,No,No internet service,Yes,No
CUST04207,Female,0,Yes,No,32,Yes,No internet service,One year,Mailed check,64.17,2053.44,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST04208,Female,0,No,Yes,56,Yes,Fiber optic,Month-to-month,Mailed check,44.5,2492.0,Yes,No internet service,Yes,No internet service,No,No,Yes,Yes,No
CUST04209,Male,1,No,No,51,Yes,Fiber optic,Month-to-month,Credit card (automatic),59.24,3021.24,No,Yes,No internet service,No,No internet service,No,No internet service,No,No
CUST04210,Male,0,No,Yes,63,Yes,No internet service,Month-to-month,Bank transfer (automatic),18.25,1149.75,No,No internet service,No,No,Yes,No,No,No internet service,Yes
CUST04211,Male,0,Yes,Yes,42,Yes,No internet service,Month-to-month,Electronic check,18.25,766.5,No,No,No,No,No internet service,Yes,No internet service,No internet service,Yes
CUST04212,Female,0,Yes,No,43,Yes,DSL,One year,Credit card (automatic),42.49,1827.07,No,No internet service,No internet service,No internet service,No,No,No,No internet service,No
CUST04213,Male,1,Yes,No,35,Yes,No internet service,Month-to-month,Electronic check,24.2,847.0,No,No,Yes,No internet service,No,No,No internet service,No internet service,No
CUST04214,Female,0,No,No,11,Yes,DSL,Month-to-month,Bank transfer (automatic),18.25,200.75,Yes,Yes,No,Yes,No,No,No,Yes,Yes
CUST04215,Male,1,No,No,55,Yes,Fiber optic,One year,Bank transfer (automatic),78.48,4316.4,No,No internet service,Yes,No internet service,No internet service,No,Yes,No,Yes
CUST04216,Male,0,Yes,No,2,Yes,No internet service,Two year,Electronic check,93.14,186.28,No,No,No internet service,No,No internet service,No,Yes,No,No
CUST04217,Male,0,No,No,49,Yes,DSL,Month-to-month,Electronic check,90.26,4422.74,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Yes
CUST04218,Male,0,No,No,28,Yes,DSL,Month-to-month,Credit card (automatic),59.67,1670.76,Yes,Yes,No,No,No,No internet service,No,Yes,Yes
CUST04219,Female,0,No,No,15,Yes,DSL,One year,Mailed check,59.06,885.9,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service,No
CUST04220,Female,0,No,No,39,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),66.98,2612.22,No,Yes,Yes,No,No,Yes,No internet service,No,No
CUST04221,Female,0,No,No,26,Yes,Fiber optic,Month-to-month,Mailed check,44.36,1153.36,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,No
CUST04222,Male,0,Yes,No,69,Yes,Fiber optic,One year,Bank transfer (automatic),18.25,1259.25,No,Yes,No internet service,No internet service,No internet service,No internet service,No,No internet service,No
CUST04223,Female,0,Yes,Yes,41,Yes,No internet service,Two year,Mailed check,99.62,4084.42,No,No,No,No,Yes,No,No,No internet service,No
CUST04224,Male,1,No,No,56,Yes,Fiber optic,Two year,Electronic check,64.43,3608.08,No,No internet service,No internet service,No,No,No,No internet service,No,No
CUST04225,Male,0,No,No,9,Yes,DSL,One year,Mailed check,62.59,563.31,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Yes
CUST04226,Female,1,Yes,No,37,Yes,No internet service,One year,Credit card (automatic),54.5,2016.5,No,No internet service,No internet service,No,No,No internet service,Yes,No internet service,Yes
CUST04227,Male,0,No,Yes,7,Yes,DSL,Month-to-month,Mailed check,81.81,572.67,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,No
CUST04228,Male,0,No,No,17,No,DSL,One year,Electronic check,60.46,1027.82,Yes,Yes,Yes,Yes,Yes,Yes,No,No internet service,Yes
CUST04229,Male,1,No,No,16,Yes,DSL,Month-to-month,Credit card (automatic),49.32,789.12,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes
CUST04230,Male,0,No,No,57,Yes,Fiber optic,Month-to-month,Credit card (automatic),53.93,3074.01,No,No,No,Yes,No,No,No internet service,Yes,No
CUST04231,Male,1,No,No,65,Yes,DSL,One year,Electronic check,65.95,4286.75,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,No
CUST04232,Female,0,No,No,43,Yes,DSL,One year,Credit card (automatic),29.42,1265.06,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST04233,Female,0,Yes,No,8,Yes,DSL,Month-to-month,Bank transfer (automatic),106.43,851.44,No,Yes,No,No,Yes,Yes,Yes,No internet service,No
CUST04234,Male,0,Yes,No,47,Yes,DSL,Two year,Electronic check,45.79,2152.13,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No
CUST04235,Male,1,No,Yes,38,Yes,Fiber optic,Month-to-month,Electronic check,40.14,1525.32,No,No,Yes,Yes,No,No,No,No internet service,Yes
CUST04236,Female,1,Yes,Yes,5,Yes,No internet service,Month-to-month,Bank transfer (automatic),52.66,263.3,Yes,Yes,No internet service,No,No,No internet service,Yes,No internet service,Yes
CUST04237,Male,0,No,No,29,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),91.27,2646.83,Yes,No internet service,No,Yes,No internet service,No internet service,No,No internet service,No
CUST04238,Female,0,Yes,No,17,Yes,DSL,Two year,Electronic check,55.94,950.98,No,No internet service,No internet service,Yes,Yes,Yes,Yes,No,No
CUST04239,Female,0,No,Yes,42,No,DSL,One year,Electronic check,98.93,4155.06,No,No internet service,No,Yes,No,No internet service,No,No,No
CUST04240,Male,0,Yes,Yes,32,Yes,No internet service,Month-to-month,Electronic check,54.11,1731.52,Yes,No internet service,Yes,No internet service,Yes,No internet service,No,Yes,Yes
CUST04241,Male,0,No,No,52,Yes,DSL,One year,Bank transfer (automatic),21.38,1111.76,No,Yes,No,No,No,No internet service,Yes,Yes,No
CUST04242,Male,0,Yes,No,55,Yes,No internet service,Month-to-month,Electronic check,38.95,2142.25,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes
CUST04243,Female,0,No,Yes,18,Yes,DSL,One year,Electronic check,43.42,781.56,No,No internet service,No internet service,No,No,No internet service,Yes,No,Yes
CUST04244,Female,0,No,No,68,Yes,No internet service,Month-to-month,Bank transfer (automatic),83.46,5675.28,No,Yes,No internet service,No,Yes,No internet service,No internet service,No internet service,Yes
CUST04245,Male,0,No,Yes,25,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),50.25,1256.25,No,No internet service,No,No,No internet service,Yes,No internet service,No,No
CUST04246,Male,0,Yes,Yes,28,Yes,Fiber optic,Two year,Mailed check,28.58,800.24,No,No,No internet service,No internet service,Yes,No,No,No,No
CUST04247,Female,0,No,No,23,Yes,Fiber optic,Month-to-month,Mailed check,20.57,473.11,No,Yes,Yes,Yes,Yes,Yes,No,No internet service,Yes
CUST04248,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Mailed check,18.25,91.25,No,No,No,No,No,No,Yes,No,Yes
CUST04249,Female,0,No,Yes,53,Yes,DSL,One year,Mailed check,118.75,6293.75,No,No,No,No,Yes,No,No,Yes,No
CUST04250,Female,0,Yes,No,38,Yes,Fiber optic,Two year,Credit card (automatic),41.52,1577.76,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes
CUST04251,Male,0,No,Yes,3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),77.28,231.84,Yes,No,No,Yes,No internet service,No,Yes,No,No
CUST04252,Female,0,Yes,Yes,57,Yes,DSL,Month-to-month,Electronic check,27.8,1584.6,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Yes
CUST04253,Male,0,Yes,No,47,Yes,DSL,Month-to-month,Mailed check,100.83,4739.01,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Yes,No,Yes
CUST04254,Female,0,No,Yes,59,Yes,Fiber optic,Month-to-month,Mailed check,38.28,2258.52,No,No,No,Yes,No internet service,Yes,No,No internet service,No
CUST04255,Female,1,No,No,25,Yes,DSL,Month-to-month,Bank transfer (automatic),118.75,2968.75,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes
CUST04256,Female,0,No,Yes,39,Yes,Fiber optic,One year,Mailed check,118.75,4631.25,No,No,No internet service,No,No,No internet service,No internet service,No,No
CUST04257,Female,0,No,Yes,55,No,DSL,Two year,Credit card (automatic),30.54,1679.7,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes,Yes
CUST04258,Male,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.17,3844.46,Yes,No,No internet service,No,No internet service,Yes,No,No,No
CUST04259,Male,0,Yes,No,38,No,DSL,Month-to-month,Mailed check,118.75,4512.5,No,No,No,No,No internet service,Yes,No internet service,No internet service,No
CUST04260,Male,0,No,No,47,Yes,Fiber optic,Month-to-month,Credit card (automatic),18.25,857.75,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,No,No
CUST04261,Female,0,No,No,24,Yes,DSL,Month-to-month,Bank transfer (automatic),19.39,465.36,No,No internet service,No,No internet service,Yes,Yes,Yes,No,No
CUST04262,Male,0,Yes,No,33,Yes,DSL,Two year,Bank transfer (automatic),18.25,602.25,No,Yes,No internet service,No,No internet service,Yes,Yes,No,No
CUST04263,Male,0,No,No,20,No,DSL,Month-to-month,Credit card (automatic),35.81,716.2,Yes,Yes,No internet service,No,No internet service,Yes,No,No internet service,Yes
CUST04264,Male,1,Yes,No,24,Yes,No internet service,Month-to-month,Electronic check,33.83,811.92,No,No,Yes,No internet service,Yes,No,No,No,No
CUST04265,Male,0,Yes,No,21,Yes,DSL,One year,Electronic check,53.98,1133.58,No,No internet service,No internet service,No,Yes,Yes,No internet service,Yes,No
CUST04266,Female,1,Yes,No,22,Yes,Fiber optic,Month-to-month,Credit card (automatic),25.7,565.4,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No
CUST04267,Female,0,Yes,No,24,Yes,DSL,One year,Bank transfer (automatic),84.75,2034.0,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No,No
CUST04268,Female,0,Yes,No,25,Yes,DSL,Month-to-month,Credit card (automatic),64.91,1622.75,No,No internet service,Yes,Yes,No,No,No,No internet service,Yes
CUST04269,Female,0,Yes,No,29,Yes,Fiber optic,Two year,Electronic check,76.73,2225.17,Yes,No,No internet service,Yes,Yes,Yes,No,No,Yes
CUST04270,Male,0,No,Yes,37,Yes,Fiber optic,Two year,Bank transfer (automatic),94.89,3510.93,No,No,No internet service,Yes,No,No internet service,No,No internet service,No
CUST04271,Female,0,No,Yes,33,Yes,No internet service,One year,Electronic check,71.89,2372.37,No,No internet service,Yes,No,Yes,No internet service,No,Yes,No
CUST04272,Female,0,No,No,72,Yes,No internet service,Two year,Mailed check,57.28,4124.16,No,No,Yes,No,No internet service,No internet service,No,No,Yes
CUST04273,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Electronic check,39.36,551.04,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,No,Yes
CUST04274,Male,0,No,No,43,Yes,Fiber optic,Month-to-month,Electronic check,90.93,3909.99,No,No,Yes,No,No internet service,Yes,Yes,No,Yes
CUST04275,Female,0,Yes,No,9,No,Fiber optic,One year,Electronic check,72.11,648.99,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes
CUST04276,Female,0,Yes,No,36,Yes,Fiber optic,One year,Bank transfer (automatic),70.56,2540.16,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,Yes,No
CUST04277,Female,1,Yes,Yes,6,Yes,No internet service,Month-to-month,Mailed check,45.84,275.04,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,Yes
CUST04278,Female,1,No,No,31,Yes,Fiber optic,Month-to-month,Electronic check,73.01,2263.31,No,No,No,Yes,Yes,No internet service,No,No internet service,No
CUST04279,Male,1,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Electronic check,40.55,405.5,Yes,No internet service,No,No,Yes,No internet service,Yes,No,Yes
CUST04280,Male,0,Yes,No,47,Yes,DSL,Month-to-month,Electronic check,73.3,3445.1,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Yes
CUST04281,Male,0,No,No,67,Yes,DSL,Month-to-month,Credit card (automatic),56.06,3756.02,No,Yes,Yes,No,No internet service,Yes,Yes,No,Yes
CUST04282,Female,0,Yes,Yes,47,Yes,No internet service,One year,Electronic check,85.47,4017.09,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
CUST04283,Female,0,No,No,44,Yes,DSL,Month-to-month,Electronic check,24.15,1062.6,No,Yes,No,Yes,No internet service,Yes,No,No internet service,No
CUST04284,Male,1,Yes,No,32,Yes,Fiber optic,Month-to-month,Credit card (automatic),65.43,2093.76,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
CUST04285,Female,1,No,Yes,3,Yes,DSL,One year,Bank transfer (automatic),85.08,255.24,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes
CUST04286,Male,0,Yes,No,46,Yes,No internet service,One year,Bank transfer (automatic),66.24,3047.04,No,Yes,Yes,Yes,No,No,Yes,No internet service,No
CUST04287,Male,0,No,Yes,52,Yes,DSL,Two year,Bank transfer (automatic),21.33,1109.16,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No
CUST04288,Female,0,No,No,30,Yes,No internet service,One year,Credit card (automatic),41.66,1249.8,No,No,No,Yes,No,No internet service,No,No internet service,Yes
CUST04289,Male,0,Yes,No,30,Yes,DSL,Month-to-month,Electronic check,102.02,3060.6,No,No internet service,No internet service,No,No,Yes,Yes,No internet service,Yes
CUST04290,Male,0,No,Yes,26,Yes,No internet service,Two year,Credit card (automatic),61.88,1608.88,No,Yes,No,No internet service,Yes,Yes,Yes,No,Yes
CUST04291,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Credit card (automatic),39.42,1852.74,No,No internet service,Yes,No,No internet service,Yes,No,No internet service,Yes
CUST04292,Female,0,Yes,No,35,Yes,DSL,Month-to-month,Bank transfer (automatic),101.63,3557.05,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No
CUST04293,Female,0,Yes,No,48,Yes,Fiber optic,One year,Bank transfer (automatic),110.49,5303.52,No,No internet service,No internet service,Yes,Yes,Yes,No,No,Yes
CUST04294,Male,0,Yes,No,30,Yes,DSL,Two year,Bank transfer (automatic),28.64,859.2,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes
CUST04295,Female,0,Yes,No,43,Yes,DSL,Month-to-month,Electronic check,48.91,2103.13,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Yes,No
CUST04296,Female,0,Yes,No,58,Yes,No internet service,Month-to-month,Electronic check,53.67,3112.86,No,No internet service,No internet service,No,No,No,No,Yes,Yes
CUST04297,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,Credit card (automatic),80.0,1760.0,No,Yes,Yes,No internet service,Yes,Yes,No,No,No
CUST04298,Female,0,No,No,67,Yes,Fiber optic,Month-to-month,Mailed check,58.59,3925.53,Yes,No internet service,No internet service,No,No internet service,No internet service,Yes,No internet service,No
CUST04299,Female,0,Yes,Yes,41,Yes,DSL,Month-to-month,Mailed check,67.67,2774.47,No,Yes,No internet service,No,Yes,No,No internet service,No internet service,No
CUST04300,Female,0,Yes,No,41,Yes,Fiber optic,One year,Bank transfer (automatic),59.62,2444.42,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,No,No
CUST04301,Female,0,Yes,No,12,Yes,No internet service,Month-to-month,Mailed check,118.75,1425.0,Yes,No,No,No internet service,No,No,No internet service,No,No
CUST04302,Female,0,No,Yes,0,Yes,Fiber optic,Two year,Electronic check,81.21,81.21,No,Yes,Yes,No internet service,Yes,No internet service,Yes,No,No
CUST04303,Female,0,Yes,No,52,Yes,No internet service,One year,Bank transfer (automatic),55.19,2869.88,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes
CUST04304,Female,0,No,No,39,Yes,No internet service,One year,Bank transfer (automatic),55.66,2170.74,No,Yes,No internet service,No,No,No,No,Yes,No
CUST04305,Male,0,Yes,No,45,Yes,DSL,Two year,Electronic check,78.19,3518.55,No,No internet service,Yes,No internet service,No,No,No,Yes,Yes
CUST04306,Male,0,No,No,21,Yes,DSL,Month-to-month,Credit card (automatic),35.35,742.35,No,Yes,No,Yes,Yes,No internet service,No,No,No
CUST04307,Male,0,Yes,No,51,Yes,No internet service,Month-to-month,Electronic check,72.1,3677.1,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,No
CUST04308,Male,0,Yes,Yes,27,Yes,Fiber optic,One year,Mailed check,68.78,1857.06,Yes,No,No internet service,No internet service,Yes,No,No internet service,No,No
CUST04309,Female,0,No,No,52,Yes,DSL,Two year,Electronic check,38.06,1979.12,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No
CUST04310,Female,0,Yes,Yes,62,Yes,DSL,Two year,Bank transfer (automatic),18.25,1131.5,No,No,Yes,No,Yes,No,Yes,No internet service,Yes
CUST04311,Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Mailed check,18.25,292.0,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
CUST04312,Female,1,No,No,63,Yes,No internet service,Two year,Mailed check,57.11,3597.93,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,No internet service,Yes
CUST04313,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Credit card (automatic),91.21,456.05,Yes,No internet service,Yes,Yes,No,No,No,No,No
CUST04314,Female,0,No,No,13,Yes,DSL,Two year,Electronic check,50.52,656.76,No,No internet service,No,Yes,Yes,Yes,No internet service,Yes,No
CUST04315,Female,0,Yes,No,16,Yes,No internet service,Two year,Credit card (automatic),89.98,1439.68,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No
CUST04316,Female,1,Yes,No,37,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),53.0,1961.0,No,No internet service,No,No,No internet service,Yes,No internet service,Yes,Yes
CUST04317,Male,0,No,No,68,Yes,Fiber optic,One year,Credit card (automatic),32.47,2207.96,Yes,No,No internet service,No,Yes,No,Yes,No,No
CUST04318,Male,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),25.65,307.8,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No
CUST04319,Male,0,No,No,52,Yes,Fiber optic,Month-to-month,Electronic check,36.2,1882.4,No,No,Yes,Yes,No internet service,Yes,No,No,Yes
CUST04320,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Electronic check,68.22,545.76,No,No internet service,Yes,No,No,Yes,Yes,Yes,No
CUST04321,Male,1,No,No,43,Yes,Fiber optic,One year,Credit card (automatic),62.63,2693.09,No,Yes,No internet service,No internet service,No,No,No internet service,No,No
CUST04322,Male,0,Yes,No,25,Yes,DSL,Two year,Credit card (automatic),56.55,1413.75,No,No,No internet service,No,No internet service,No,No internet service,Yes,Yes
CUST04323,Male,0,No,No,18,Yes,Fiber optic,One year,Mailed check,57.8,1040.4,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes
